Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-03-15,Bombali,,,Masabongpi,1.0,the community witness the burial ,,they are avoiding body contact like greetings and touching of the sick,,
2015-03-16,Bombali,,,Magendeh,1.0,the community witness the burial ,,they are avoiding body contact like greetings and touching of the dead,,
2015-03-17,Bombali,,,Makanie,1.0,the community witness the burial ,,they need soap for the washing of their hands,,
2015-03-18,Bombali,,,Makankai,1.0,the community witness the burial ,,they need food and upland rice to  lay there forms,,
2015-03-13,Bombali,,,Makoloh,1.0,hey are satisfied because they allowed them to witness the burial process,,the ebola case has been reduced in the country,,
2015-03-14,Bombali,,,Mayagba,1.0,because the government conduct,,no case of ebola in the community and also reduced in the country,,
2015-03-16,Bombali,,,Rogbasia,1.0,because they allow them to witness the process,,no case of ebola in the community and also reduced in the country,,
2015-03-17,Bombali,,,Mafonday,1.0,they were allowed to pray and witness the burial,,the ebola case has been reduced in the country,,
2015-03-13,Bombali,,,Moria,1.0,only the burial team is allow to conduct burials by the government,,ebola reduced in this section,,
2015-03-14,Bombali,,,Masebana,1.0,they are not allow to touch dead bodies,,ebola maintain and reduced in Siera Loene,,
2015-03-15,Bombali,,,Mayawlow I,1.0,they are satisfy because they have protection,,no ebola case among their community,,
2015-03-16,Bombali,,,Mayawlow Ii,1.0,because the virus can transfer to each other so they not to visit any sick person,,more co-operators to repuced the ebola in country,,
2015-03-13,Bombali,,,Kagbo,1.0,because they allow them to pray on their dead relative before bury him/her,,no stranger is allowed,,
2015-03-14,Bombali,,,Kathankana,0.0,,,frequent hand washing,,
2015-03-16,Bombali,,,Kakamothor,0.0,,,frequent hand washing,,
2015-03-17,Bombali,,,Masongbo,0.0,,,no public gathering,,
2015-03-13,Bombali,,,Bombali Bana,0.0,,,regular hand washing,,
2015-03-16,Bombali,,,Makenkita,0.0,,,regular hand washing,,
2015-03-17,Bombali,,,Mathinka,0.0,,,regular hand washing,,
2015-03-18,Bombali,,,Bantamo,0.0,,,regular hand washing,,
2015-03-17,Bombali,,,Mabania,1.0,the manner of burial is now encouraging,,no ebola case,,
2015-03-18,Bombali,,,Kamorian,1.0,they are using clothes and now offer prayer,,no death of ebola,,
2015-03-19,Bombali,,,Mangoreh,0.0,,they sometimes give objection before burial,no death of ebola,,
2015-03-20,Bombali,,,Binkolo,1.0,they help to reduce the virus,,no death of ebola,,
2015-03-13,Bombali,,,Mabonkani,1.0,the burial team buried the dead in accordance with their directions,,"awareness,they have confidence in the burial team,believing andd abiding the bye laws",,
2015-03-14,Bombali,,,Marampa,0.0,,,frequent hand washing,,
2015-03-16,Bombali,,,Kapethe,0.0,,,"people abiding to the action plan,frequent hand washing",,
2015-03-17,Bombali,,,Mafaray,1.0,they have used o the ebola team and knows their impact,,"have confidence in he burial team,abide to the bye laws",,
2015-03-17,Bombali,,,Kabonka,0.0,,,greeting without body contact,,
2015-03-18,Bombali,,,Makaita 1,0.0,,,movement restriction,,
2015-03-19,Bombali,,,Maforyan,0.0,,,no visiting of funeral homes,,
2015-03-20,Bombali,,,Makaita 2,0.0,,,regular hand washing,,
2015-03-17,Bombali,,,Kayassie,0.0,,,"no visiting of sick person,no death case",,
2015-03-18,Bombali,,,Maporeh,0.0,,,"obeying the laws,no sick and death in this community",,
2015-03-19,Bombali,,,Kadala,0.0,,,no sick and death since our last visit in the community,,
2015-03-20,Bombali,,,Kagbo,0.0,,,"obeying the laws,no sick and death in this community",,
2015-03-17,Bombali,,,Mabounba,1.0,safe and dignify burial,,awareness,,
2015-03-18,Bombali,,,Makolia,1.0,they community is involved,,awareness,,
2015-03-19,Bombali,,,Madiff,0.0,,,awareness,,
2015-03-20,Bombali,,,Masania,0.0,,,awareness,,
2015-03-14,Bombali,,,Massapi,0.0,,,organise a forum to talk and enforce their bye laws,,
2015-03-15,Bombali,,,Kathekayan,0.0,,,they avoid overcrowding,,
2015-03-16,Bombali,,,Keblungbuma,0.0,,,frequently wash their hands,,
2015-03-17,Bombali,,,Kadagbana,0.0,,,,,
2015-03-13,Bombali,,,Maboleh,1.0,there own way of preventing the sickness,,no ebola case besause they follow the rules,,
2015-03-14,Bombali,,,Madorkor,0.0,,they are buried without performing any burial right,wash their hands frequently with water and soap,,
2015-03-15,Bombali,,,Macherberay,1.0,they are now awre about this disease,,awareness,,
2015-03-16,Bombali,,,Mapainda,1.0,accept because of government policy,,bikes arenot allowed after 7:00pm,,
2015-03-13,Bombali,,,Kalangba,1.0,they practise our customs and tradition,,social awareness among them self because this is the end of ebola,,
2015-03-14,Bombali,,,Maforay,0.0,,there is no death since the last visit,social awareness among them self  ,,
2015-03-15,Bombali,,,Gbyebmima,1.0,members of the community witness the burial,,social awareness among them self,,
2015-03-16,Bombali,,,Koakoi,0.0,,because there is no death,social awareness among them self,,
2015-03-13,Bombali,,,Mabotima,1.0,they said that they were allow to witness the burial ceremony,,there is agroup set asaid to see that every body wash his/her hands frequently,,
2015-03-14,Bombali,,,Magumbu,1.0,we are happy because the team buried them with white clothes,,most of the people in this community have the idea to protect themselves from ebola,,
2015-03-16,Bombali,,,Magbaikolie,1.0,we are satisfy because the burial is in the community,,frequent hand washing is one of the biggest change in the community,,
2015-03-17,Bombali,,,Mayambray,1.0,we are happy because the burial team talk to people politely,,there are 3 veronica rubbers and soap for frequent hand washing in their community,,
2015-03-24,Bombali,,,Rochain,0.0,,,"the change is based on the strangers,before this days community people are not allowing strangers,butnow they are allowing outsider",,
2015-03-25,Bombali,,,Saken,0.0,,,"avoid public gathering,theyare making sure that the community people are now involved in any public activities",,
2015-03-26,Bombali,,,Funking,0.0,,,"regular handwashing is the change in this community,since we are fighting to see the end of ebola",,
2015-03-27,Bombali,,,Rotenkhe,0.0,,,regular hand washing in the community,,
2015-03-24,Bombali,,,Makoko,1.0,the family show there need,,awareness,,
2015-03-25,Bombali,,,Laiya,1.0,bye law,,awareness,,
2015-03-26,Bombali,,,Magorthi,1.0,the burial cannot use force to the family they always ask the family,,awareness,,
2015-03-27,Bombali,,,Thogbohum,1.0,they werse satisfy with the community burial,,,,
2015-03-24,Bombali,,,Small Campala I,1.0,we the community people have have agreed to handover all death to the burial team,,no change yet,,
2015-03-25,Bombali,,,Small Campala Ii,1.0,the community people says they are satisfied ith the the burial team is working,,no change yet,,
2015-03-26,Bombali,,,Mayabawah,1.0,they are ready to work with what ever the government say about burial,,no change yet,,
2015-03-27,Bombali,,,Kawulay,1.0,if any death occur the burial team will take charge of that death,,no change yet,,
2015-03-23,Bombali,,,Maworay,0.0,,Non of the above,"Prayer for ebola, house to house check and no to bush meat",Why the rise and fall in ebola,
2015-03-24,Bombali,,,Maforay,0.0,,Non of the above,"Prayer for ebola, house to house check and no to bush meat",Why the three days lock down they prefer five days lock down as long as logistic are provided for them,
2015-03-25,Bombali,,,Bumban,0.0,,Non of the above,"Prayer for ebola, house to house check and no to bush meat",,
2015-03-26,Bombali,,,Kateneh,0.0,,Non of the above,,,
2015-03-23,Bombali,,,Kabureh,0.0,,,"No shaking of hands, no public gathering, no eating of bush meat, no washing of deads",,
2015-03-24,Bombali,,,Masuba,0.0,,,"Avoiding the death person, no eating of bush meat, no hand shaking ",,
2015-03-25,Bombali,,,Kateneh,0.0,,,"Isolation of the death person, no eating of bush meat",,
2015-03-26,Bombali,,,Maseric,0.0,,,"No hand shaking, no washing of death person, no body contact",,
2015-03-23,Bombali,,,Maforay Njla,1.0,Accept because of government,,No traditional society in the community,When school will reopen,
2015-03-24,Bombali,,,Mangoe,0.0,,They are not satisfied with the burial team because they are not burying in traditional way,Frequently hand washing,,
2015-03-25,Bombali,,,Mabenahah,1.0,They are allow to pray the dead,,No death in the community,,
2015-03-26,Bombali,,,Mayatta,1.0,It is one way of preventing the virus,,Frequent hand washing is highly practice in the community,,
2015-03-23,Bombali,,,Mayamie,1.0,They practice our custom and tradition,,Great awareness in the community about ebola,When ebola will end,
2015-03-24,Bombali,,,Majaga,1.0,They pray the dead,,Great awareness in the community about ebola,Burial team are not coming on time,
2015-03-25,Bombali,,,Logberay,0.0,,No death took place in this community,House to house search for sick people in the community,No care for a survivor in the community,
